Date,Time,DateTime,Temp,TempF,TempC,Dew Point,Humidity,HumidityP,Wind,Wind Speed,Wind Gust,Pressure,Precipitation,Condition,Confirmed Cases,Cases Increase
12/23/19,11:00 AM,12/23/19 11:00,48 F,48,9,39 F,71 %,71,NE,7 mph,0 mph,30.03 in,0.0 in,Partly Cloudy,0,0.00
12/23/19,12:00 PM,12/23/19 12:00,50 F,50,10,41 F,71 %,71,ENE,7 mph,0 mph,30.03 in,0.0 in,Partly Cloudy,0,0.00
12/23/19,1:00 PM,12/23/19 13:00,50 F,50,10,41 F,71 %,71,NNE,7 mph,0 mph,30.00 in,0.0 in,Cloudy,0,0.00
12/23/19,2:00 PM,12/23/19 14:00,50 F,50,10,39 F,66 %,66,NNE,7 mph,0 mph,30.00 in,0.0 in,Cloudy,0,0.00
12/23/19,3:00 PM,12/23/19 15:00,50 F,50,10,39 F,66 %,66,NNE,7 mph,0 mph,30.00 in,0.0 in,Cloudy,0,0.00
12/23/19,4:00 PM,12/23/19 16:00,48 F,48,9,39 F,71 %,71,NE,9 mph,0 mph,30.00 in,0.0 in,Cloudy,0,0.00
12/23/19,5:00 PM,12/23/19 17:00,46 F,46,8,37 F,71 %,71,NE,9 mph,0 mph,30.03 in,0.0 in,Haze,0,0.00
12/23/19,6:00 PM,12/23/19 18:00,46 F,46,8,39 F,76 %,76,NNE,7 mph,0 mph,30.05 in,0.0 in,Haze,0,0.00
12/23/19,7:00 PM,12/23/19 19:00,45 F,45,7,39 F,81 %,81,N,7 mph,0 mph,30.08 in,0.0 in,Fog,0,0.00
12/23/19,8:00 PM,12/23/19 20:00,45 F,45,7,39 F,81 %,81,NNE,4 mph,0 mph,30.11 in,0.0 in,Fog,0,0.00
12/23/19,9:00 PM,12/23/19 21:00,45 F,45,7,39 F,81 %,81,NE,7 mph,0 mph,30.11 in,0.0 in,Fog,0,0.00
12/23/19,10:00 PM,12/23/19 22:00,45 F,45,7,39 F,81 %,81,NNW,4 mph,0 mph,30.11 in,0.0 in,Cloudy,0,0.00
12/23/19,11:00 PM,12/23/19 23:00,45 F,45,7,39 F,81 %,81,N,2 mph,0 mph,30.11 in,0.0 in,Fog,0,0.00
12/24/19,12:00 AM,12/24/19 00:00,45 F,45,7,41 F,87 %,87,NNE,4 mph,0 mph,30.14 in,0.0 in,Fog,0,0.00
12/24/19,1:00 AM,12/24/19 01:00,45 F,45,7,41 F,87 %,87,NNE,4 mph,0 mph,30.11 in,0.0 in,Fog,0,0.00
12/24/19,2:00 AM,12/24/19 02:00,45 F,45,7,41 F,87 %,87,NNE,4 mph,0 mph,30.14 in,0.0 in,Fog,0,0.00
12/24/19,3:00 AM,12/24/19 03:00,45 F,45,7,41 F,87 %,87,NNE,4 mph,0 mph,30.14 in,0.0 in,Fog,0,0.00
12/24/19,4:00 AM,12/24/19 04:00,45 F,45,7,41 F,87 %,87,NNE,4 mph,0 mph,30.11 in,0.0 in,Fog,0,0.00
12/24/19,5:00 AM,12/24/19 05:00,45 F,45,7,41 F,87 %,87,N,4 mph,0 mph,30.11 in,0.0 in,Fog,0,0.00
12/24/19,6:00 AM,12/24/19 06:00,45 F,45,7,41 F,87 %,87,VAR,2 mph,0 mph,30.14 in,0.0 in,Fog,0,0.00
12/24/19,7:00 AM,12/24/19 07:00,45 F,45,7,41 F,87 %,87,NE,7 mph,0 mph,30.14 in,0.0 in,Fog,0,0.00
12/24/19,8:00 AM,12/24/19 08:00,45 F,45,7,41 F,87 %,87,NE,4 mph,0 mph,30.14 in,0.0 in,Fog,0,0.00
12/24/19,9:00 AM,12/24/19 09:00,45 F,45,7,41 F,87 %,87,NNE,4 mph,0 mph,30.14 in,0.0 in,Fog,0,0.00
12/24/19,10:00 AM,12/24/19 10:00,46 F,46,8,41 F,81 %,81,NNE,4 mph,0 mph,30.17 in,0.0 in,Fog,0,0.00
12/24/19,11:00 AM,12/24/19 11:00,46 F,46,8,41 F,81 %,81,NNE,4 mph,0 mph,30.14 in,0.0 in,Fog,0,0.00
12/24/19,12:00 PM,12/24/19 12:00,48 F,48,9,41 F,76 %,76,NE,7 mph,0 mph,30.14 in,0.0 in,Fog,0,0.00
12/24/19,1:00 PM,12/24/19 13:00,48 F,48,9,41 F,76 %,76,NNE,4 mph,0 mph,30.08 in,0.0 in,Haze,0,0.00
12/24/19,2:00 PM,12/24/19 14:00,50 F,50,10,41 F,71 %,71,NNE,4 mph,0 mph,30.05 in,0.0 in,Haze,0,0.00
12/24/19,3:00 PM,12/24/19 15:00,50 F,50,10,41 F,71 %,71,VAR,2 mph,0 mph,30.05 in,0.0 in,Haze,0,0.00
12/24/19,4:00 PM,12/24/19 16:00,50 F,50,10,41 F,71 %,71,E,4 mph,0 mph,30.03 in,0.0 in,Haze,0,0.00
12/24/19,5:00 PM,12/24/19 17:00,50 F,50,10,43 F,76 %,76,CALM,0 mph,0 mph,30.03 in,0.0 in,Fog,0,0.00
12/24/19,6:00 PM,12/24/19 18:00,50 F,50,10,43 F,76 %,76,NE,7 mph,0 mph,30.03 in,0.0 in,Fog,0,0.00
12/24/19,7:00 PM,12/24/19 19:00,48 F,48,9,41 F,76 %,76,NNE,4 mph,0 mph,30.05 in,0.0 in,Fog,0,0.00
12/24/19,8:00 PM,12/24/19 20:00,48 F,48,9,43 F,82 %,82,NNE,4 mph,0 mph,30.05 in,0.0 in,Fog,0,0.00
12/24/19,9:00 PM,12/24/19 21:00,46 F,46,8,41 F,81 %,81,NE,7 mph,0 mph,30.03 in,0.0 in,Light Rain,0,0.00
12/24/19,10:00 PM,12/24/19 22:00,46 F,46,8,41 F,81 %,81,NE,4 mph,0 mph,30.05 in,0.0 in,Fog,0,0.00
12/24/19,11:00 PM,12/24/19 23:00,46 F,46,8,43 F,87 %,87,NNE,2 mph,0 mph,30.05 in,0.0 in,Light Rain,0,0.00
12/25/19,12:00 AM,12/25/19 00:00,45 F,45,7,41 F,87 %,87,NE,7 mph,0 mph,30.03 in,0.0 in,Fog,0,0.00
12/25/19,1:00 AM,12/25/19 01:00,45 F,45,7,41 F,87 %,87,VAR,2 mph,0 mph,30.03 in,0.0 in,Fog,0,0.00
12/25/19,2:00 AM,12/25/19 02:00,45 F,45,7,41 F,87 %,87,VAR,2 mph,0 mph,30.00 in,0.0 in,Fog,0,0.00
12/25/19,3:00 AM,12/25/19 03:00,45 F,45,7,43 F,93 %,93,NE,4 mph,0 mph,29.97 in,0.0 in,Fog,0,0.00
12/25/19,4:00 AM,12/25/19 04:00,45 F,45,7,41 F,87 %,87,NE,4 mph,0 mph,29.97 in,0.0 in,Fog,0,0.00
12/25/19,5:00 AM,12/25/19 05:00,45 F,45,7,41 F,87 %,87,NE,7 mph,0 mph,29.94 in,0.0 in,Fog,0,0.00
12/25/19,6:00 AM,12/25/19 06:00,45 F,45,7,41 F,87 %,87,ENE,7 mph,0 mph,29.94 in,0.0 in,Fog,0,0.00
12/25/19,7:00 AM,12/25/19 07:00,46 F,46,8,43 F,87 %,87,ENE,7 mph,0 mph,29.97 in,0.0 in,Fog,0,0.00
12/25/19,8:00 AM,12/25/19 08:00,45 F,45,7,43 F,93 %,93,NE,7 mph,0 mph,29.97 in,0.0 in,Light Rain,0,0.00
12/25/19,9:00 AM,12/25/19 09:00,45 F,45,7,43 F,93 %,93,NE,4 mph,0 mph,29.97 in,0.0 in,Light Rain,0,0.00
12/25/19,10:00 AM,12/25/19 10:00,45 F,45,7,45 F,100 %,10,NNE,4 mph,0 mph,29.97 in,0.0 in,Light Rain,0,0.00
12/25/19,11:00 AM,12/25/19 11:00,46 F,46,8,45 F,93 %,93,N,4 mph,0 mph,29.97 in,0.0 in,Light Rain,0,0.00
12/25/19,12:00 PM,12/25/19 12:00,46 F,46,8,45 F,93 %,93,NNW,4 mph,0 mph,29.97 in,0.0 in,Light Rain,0,0.00
12/25/19,1:00 PM,12/25/19 13:00,46 F,46,8,45 F,93 %,93,NNW,4 mph,0 mph,29.94 in,0.0 in,Light Rain,0,0.00
12/25/19,2:00 PM,12/25/19 14:00,46 F,46,8,45 F,93 %,93,NW,4 mph,0 mph,29.91 in,0.0 in,Light Rain,0,0.00
12/25/19,3:00 PM,12/25/19 15:00,46 F,46,8,45 F,93 %,93,NNE,4 mph,0 mph,29.91 in,0.0 in,Light Rain,0,0.00
12/25/19,4:00 PM,12/25/19 16:00,45 F,45,7,43 F,93 %,93,NNE,9 mph,0 mph,29.94 in,0.0 in,Light Rain,0,0.00
12/25/19,5:00 PM,12/25/19 17:00,45 F,45,7,43 F,93 %,93,NNE,9 mph,0 mph,29.94 in,0.0 in,Cloudy,0,0.00
12/25/19,6:00 PM,12/25/19 18:00,45 F,45,7,43 F,93 %,93,N,4 mph,0 mph,29.97 in,0.0 in,Cloudy,0,0.00
12/25/19,7:00 PM,12/25/19 19:00,45 F,45,7,43 F,93 %,93,NNW,4 mph,0 mph,30.00 in,0.0 in,Light Rain,0,0.00
12/25/19,8:00 PM,12/25/19 20:00,45 F,45,7,43 F,93 %,93,NNW,7 mph,0 mph,30.03 in,0.0 in,Light Rain,0,0.00
12/25/19,9:00 PM,12/25/19 21:00,45 F,45,7,43 F,93 %,93,N,9 mph,0 mph,30.08 in,0.0 in,Light Rain,0,0.00
12/25/19,10:00 PM,12/25/19 22:00,45 F,45,7,43 F,93 %,93,N,9 mph,0 mph,30.11 in,0.0 in,Light Rain,0,0.00
12/25/19,11:00 PM,12/25/19 23:00,45 F,45,7,41 F,87 %,87,N,9 mph,0 mph,30.11 in,0.0 in,Light Rain,0,0.00
12/26/19,12:00 AM,12/26/19 00:00,45 F,45,7,41 F,87 %,87,N,7 mph,0 mph,30.14 in,0.0 in,Light Rain,0,0.00
12/26/19,1:00 AM,12/26/19 01:00,45 F,45,7,41 F,87 %,87,NNW,4 mph,0 mph,30.14 in,0.0 in,Cloudy,0,0.00
12/26/19,2:00 AM,12/26/19 02:00,45 F,45,7,41 F,87 %,87,NNW,4 mph,0 mph,30.17 in,0.0 in,Fair,0,0.00
12/26/19,3:00 AM,12/26/19 03:00,43 F,43,6,39 F,87 %,87,N,7 mph,0 mph,30.17 in,0.0 in,Fair,0,0.00
12/26/19,4:00 AM,12/26/19 04:00,45 F,45,7,37 F,76 %,76,N,7 mph,0 mph,30.17 in,0.0 in,Fog,0,0.00
12/26/19,5:00 AM,12/26/19 05:00,43 F,43,6,37 F,81 %,81,N,4 mph,0 mph,30.20 in,0.0 in,Fog,0,0.00
12/26/19,6:00 AM,12/26/19 06:00,43 F,43,6,37 F,81 %,81,VAR,2 mph,0 mph,30.20 in,0.0 in,Fog,0,0.00
12/26/19,7:00 AM,12/26/19 07:00,41 F,41,5,37 F,87 %,87,N,4 mph,0 mph,30.23 in,0.0 in,Fog,0,0.00
12/26/19,8:00 AM,12/26/19 08:00,41 F,41,5,36 F,81 %,81,N,9 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
12/26/19,9:00 AM,12/26/19 09:00,41 F,41,5,36 F,81 %,81,NE,4 mph,0 mph,30.29 in,0.0 in,Fog,0,0.00
12/26/19,10:00 AM,12/26/19 10:00,43 F,43,6,36 F,76 %,76,NNE,7 mph,0 mph,30.32 in,0.0 in,Fog,0,0.00
12/26/19,11:00 AM,12/26/19 11:00,45 F,45,7,34 F,66 %,66,N,7 mph,0 mph,30.35 in,0.0 in,Haze,0,0.00
12/26/19,12:00 PM,12/26/19 12:00,48 F,48,9,34 F,57 %,57,N,9 mph,0 mph,30.29 in,0.0 in,Haze,0,0.00
12/26/19,1:00 PM,12/26/19 13:00,48 F,48,9,30 F,50 %,50,NE,9 mph,0 mph,30.29 in,0.0 in,Haze,0,0.00
12/26/19,2:00 PM,12/26/19 14:00,50 F,50,10,30 F,47 %,47,NNE,7 mph,0 mph,30.26 in,0.0 in,Haze,0,0.00
12/26/19,3:00 PM,12/26/19 15:00,50 F,50,10,28 F,43 %,43,NE,9 mph,0 mph,30.26 in,0.0 in,Haze,0,0.00
12/26/19,4:00 PM,12/26/19 16:00,48 F,48,9,28 F,46 %,46,ENE,7 mph,0 mph,30.26 in,0.0 in,Haze,0,0.00
12/26/19,5:00 PM,12/26/19 17:00,48 F,48,9,28 F,46 %,46,E,7 mph,0 mph,30.26 in,0.0 in,Fair,0,0.00
12/26/19,6:00 PM,12/26/19 18:00,46 F,46,8,27 F,46 %,46,E,9 mph,0 mph,30.26 in,0.0 in,Fair,0,0.00
12/26/19,7:00 PM,12/26/19 19:00,45 F,45,7,27 F,49 %,49,E,7 mph,0 mph,30.26 in,0.0 in,Fair,0,0.00
12/26/19,8:00 PM,12/26/19 20:00,45 F,45,7,30 F,57 %,57,E,9 mph,0 mph,30.29 in,0.0 in,Fair,0,0.00
12/26/19,9:00 PM,12/26/19 21:00,43 F,43,6,30 F,61 %,61,E,7 mph,0 mph,30.29 in,0.0 in,Fair,0,0.00
12/26/19,10:00 PM,12/26/19 22:00,41 F,41,5,28 F,61 %,61,E,4 mph,0 mph,30.29 in,0.0 in,Fair,0,0.00
12/26/19,11:00 PM,12/26/19 23:00,41 F,41,5,30 F,65 %,65,ESE,4 mph,0 mph,30.29 in,0.0 in,Fair,0,0.00
12/27/19,12:00 AM,12/27/19 00:00,41 F,41,5,30 F,65 %,65,E,7 mph,0 mph,30.29 in,0.0 in,Haze,0,0.00
12/27/19,1:00 AM,12/27/19 01:00,39 F,39,4,30 F,70 %,70,E,7 mph,0 mph,30.29 in,0.0 in,Haze,0,0.00
12/27/19,2:00 AM,12/27/19 02:00,39 F,39,4,30 F,70 %,70,E,7 mph,0 mph,30.29 in,0.0 in,Haze,0,0.00
12/27/19,3:00 AM,12/27/19 03:00,36 F,36,2,28 F,75 %,75,ESE,4 mph,0 mph,30.29 in,0.0 in,Haze,0,0.00
12/27/19,4:00 AM,12/27/19 04:00,36 F,36,2,30 F,81 %,81,VAR,2 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
12/27/19,5:00 AM,12/27/19 05:00,36 F,36,2,30 F,81 %,81,VAR,2 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
12/27/19,6:00 AM,12/27/19 06:00,34 F,34,1,28 F,81 %,81,VAR,2 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
12/27/19,7:00 AM,12/27/19 07:00,34 F,34,1,30 F,87 %,87,E,4 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
12/27/19,8:00 AM,12/27/19 08:00,36 F,36,2,32 F,87 %,87,E,7 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
12/27/19,9:00 AM,12/27/19 09:00,37 F,37,3,34 F,87 %,87,ENE,7 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
12/27/19,10:00 AM,12/27/19 10:00,41 F,41,5,36 F,81 %,81,E,4 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
12/27/19,11:00 AM,12/27/19 11:00,46 F,46,8,36 F,66 %,66,ESE,4 mph,0 mph,30.26 in,0.0 in,Haze,0,0.00
12/27/19,12:00 PM,12/27/19 12:00,48 F,48,9,34 F,57 %,57,VAR,2 mph,0 mph,30.23 in,0.0 in,Haze,0,0.00
12/27/19,1:00 PM,12/27/19 13:00,50 F,50,10,30 F,47 %,47,WSW,7 mph,0 mph,30.20 in,0.0 in,Haze,0,0.00
12/27/19,2:00 PM,12/27/19 14:00,52 F,52,11,28 F,41 %,41,SSW,4 mph,0 mph,30.17 in,0.0 in,Fair,0,0.00
12/27/19,3:00 PM,12/27/19 15:00,52 F,52,11,28 F,41 %,41,SSW,4 mph,0 mph,30.14 in,0.0 in,Fair,0,0.00
12/27/19,4:00 PM,12/27/19 16:00,52 F,52,11,28 F,41 %,41,S,4 mph,0 mph,30.14 in,0.0 in,Fair,0,0.00
12/27/19,5:00 PM,12/27/19 17:00,50 F,50,10,27 F,40 %,40,S,4 mph,0 mph,30.14 in,0.0 in,Fair,0,0.00
12/27/19,6:00 PM,12/27/19 18:00,48 F,48,9,27 F,43 %,43,SSE,4 mph,0 mph,30.14 in,0.0 in,Fair,0,0.00
12/27/19,7:00 PM,12/27/19 19:00,48 F,48,9,27 F,43 %,43,SSE,4 mph,0 mph,30.14 in,0.0 in,Fair,0,0.00
12/27/19,8:00 PM,12/27/19 20:00,41 F,41,5,30 F,65 %,65,SW,2 mph,0 mph,30.14 in,0.0 in,Fair,0,0.00
12/27/19,9:00 PM,12/27/19 21:00,39 F,39,4,30 F,70 %,70,VAR,2 mph,0 mph,30.14 in,0.0 in,Fair,0,0.00
12/27/19,10:00 PM,12/27/19 22:00,41 F,41,5,30 F,65 %,65,VAR,2 mph,0 mph,30.17 in,0.0 in,Fair,0,0.00
12/27/19,11:00 PM,12/27/19 23:00,43 F,43,6,30 F,61 %,61,VAR,2 mph,0 mph,30.17 in,0.0 in,Fair,0,0.00
12/28/19,12:00 AM,12/28/19 00:00,41 F,41,5,30 F,65 %,65,VAR,2 mph,0 mph,30.14 in,0.0 in,Haze,0,0.00
12/28/19,1:00 AM,12/28/19 01:00,39 F,39,4,32 F,75 %,75,VAR,2 mph,0 mph,30.14 in,0.0 in,Fair,0,0.00
12/28/19,2:00 AM,12/28/19 02:00,39 F,39,4,32 F,75 %,75,ESE,7 mph,0 mph,30.11 in,0.0 in,Fair,0,0.00
12/28/19,3:00 AM,12/28/19 03:00,41 F,41,5,32 F,70 %,70,ESE,7 mph,0 mph,30.14 in,0.0 in,Haze,0,0.00
12/28/19,4:00 AM,12/28/19 04:00,39 F,39,4,34 F,81 %,81,E,9 mph,0 mph,30.11 in,0.0 in,Haze,0,0.00
12/28/19,5:00 AM,12/28/19 05:00,39 F,39,4,34 F,81 %,81,ESE,9 mph,0 mph,30.08 in,0.0 in,Fair,0,0.00
12/28/19,6:00 AM,12/28/19 06:00,39 F,39,4,34 F,81 %,81,ESE,9 mph,0 mph,30.08 in,0.0 in,Fog,0,0.00
12/28/19,7:00 AM,12/28/19 07:00,39 F,39,4,32 F,75 %,75,ESE,9 mph,0 mph,30.08 in,0.0 in,Fog,0,0.00
12/28/19,8:00 AM,12/28/19 08:00,39 F,39,4,34 F,81 %,81,SE,9 mph,0 mph,30.08 in,0.0 in,Fog,0,0.00
12/28/19,9:00 AM,12/28/19 09:00,41 F,41,5,34 F,76 %,76,E,7 mph,0 mph,30.11 in,0.0 in,Fog,0,0.00
12/28/19,10:00 AM,12/28/19 10:00,43 F,43,6,34 F,70 %,70,ESE,7 mph,0 mph,30.11 in,0.0 in,Haze,0,0.00
12/28/19,11:00 AM,12/28/19 11:00,46 F,46,8,36 F,66 %,66,ESE,7 mph,0 mph,30.08 in,0.0 in,Haze,0,0.00
12/28/19,12:00 PM,12/28/19 12:00,46 F,46,8,34 F,62 %,62,E,4 mph,0 mph,30.05 in,0.0 in,Haze,0,0.00
12/28/19,1:00 PM,12/28/19 13:00,48 F,48,9,34 F,57 %,57,ESE,4 mph,0 mph,30.05 in,0.0 in,Haze,0,0.00
12/28/19,2:00 PM,12/28/19 14:00,48 F,48,9,34 F,57 %,57,E,4 mph,0 mph,30.03 in,0.0 in,Haze,0,0.00
12/28/19,3:00 PM,12/28/19 15:00,46 F,46,8,39 F,76 %,76,ENE,4 mph,0 mph,30.03 in,0.0 in,Haze,0,0.00
12/28/19,4:00 PM,12/28/19 16:00,46 F,46,8,39 F,76 %,76,ESE,7 mph,0 mph,30.03 in,0.0 in,Light Rain,0,0.00
12/28/19,5:00 PM,12/28/19 17:00,45 F,45,7,39 F,81 %,81,SE,7 mph,0 mph,30.05 in,0.0 in,Light Rain,0,0.00
12/28/19,6:00 PM,12/28/19 18:00,45 F,45,7,39 F,81 %,81,ESE,7 mph,0 mph,30.05 in,0.0 in,Light Rain,0,0.00
12/28/19,7:00 PM,12/28/19 19:00,45 F,45,7,39 F,81 %,81,ESE,7 mph,0 mph,30.05 in,0.0 in,Fog,0,0.00
12/28/19,8:00 PM,12/28/19 20:00,45 F,45,7,39 F,81 %,81,SE,7 mph,0 mph,30.03 in,0.0 in,Fair,0,0.00
12/28/19,9:00 PM,12/28/19 21:00,45 F,45,7,39 F,81 %,81,ESE,4 mph,0 mph,30.05 in,0.0 in,Light Rain,0,0.00
12/28/19,10:00 PM,12/28/19 22:00,45 F,45,7,39 F,81 %,81,CALM,0 mph,0 mph,30.03 in,0.0 in,Light Rain,0,0.00
12/28/19,11:00 PM,12/28/19 23:00,45 F,45,7,41 F,87 %,87,SE,4 mph,0 mph,30.03 in,0.0 in,Fog,0,0.00
12/29/19,12:00 AM,12/29/19 00:00,45 F,45,7,41 F,87 %,87,ESE,4 mph,0 mph,30.03 in,0.0 in,Fog,0,0.00
12/29/19,1:00 AM,12/29/19 01:00,45 F,45,7,41 F,87 %,87,SE,4 mph,0 mph,30.00 in,0.0 in,Fog,0,0.00
12/29/19,2:00 AM,12/29/19 02:00,45 F,45,7,41 F,87 %,87,S,4 mph,0 mph,30.00 in,0.0 in,Fair,0,0.00
12/29/19,3:00 AM,12/29/19 03:00,45 F,45,7,41 F,87 %,87,S,4 mph,0 mph,30.00 in,0.0 in,Light Rain,0,0.00
12/29/19,4:00 AM,12/29/19 04:00,45 F,45,7,41 F,87 %,87,S,4 mph,0 mph,30.00 in,0.0 in,Fog,0,0.00
12/29/19,5:00 AM,12/29/19 05:00,45 F,45,7,41 F,87 %,87,SSE,4 mph,0 mph,30.00 in,0.0 in,Fog,0,0.00
12/29/19,6:00 AM,12/29/19 06:00,45 F,45,7,41 F,87 %,87,VAR,2 mph,0 mph,30.00 in,0.0 in,Fog,0,0.00
12/29/19,7:00 AM,12/29/19 07:00,45 F,45,7,41 F,87 %,87,CALM,0 mph,0 mph,30.03 in,0.0 in,Fog,0,0.00
12/29/19,8:00 AM,12/29/19 08:00,45 F,45,7,43 F,93 %,93,VAR,4 mph,0 mph,30.03 in,0.0 in,Fog,0,0.00
12/29/19,9:00 AM,12/29/19 09:00,46 F,46,8,41 F,81 %,81,WSW,4 mph,0 mph,30.05 in,0.0 in,Cloudy,0,0.00
12/29/19,10:00 AM,12/29/19 10:00,46 F,46,8,41 F,81 %,81,SW,4 mph,0 mph,30.05 in,0.0 in,Fog,0,0.00
12/29/19,11:00 AM,12/29/19 11:00,46 F,46,8,43 F,87 %,87,SW,4 mph,0 mph,30.05 in,0.0 in,Fog,0,0.00
12/29/19,12:00 PM,12/29/19 12:00,48 F,48,9,43 F,82 %,82,VAR,4 mph,0 mph,30.03 in,0.0 in,Fog,0,0.00
12/29/19,1:00 PM,12/29/19 13:00,50 F,50,10,43 F,76 %,76,WSW,4 mph,0 mph,30.00 in,0.0 in,Fog,0,0.00
12/29/19,2:00 PM,12/29/19 14:00,52 F,52,11,45 F,76 %,76,VAR,4 mph,0 mph,29.97 in,0.0 in,Fog,0,0.00
12/29/19,3:00 PM,12/29/19 15:00,52 F,52,11,43 F,71 %,71,VAR,2 mph,0 mph,29.97 in,0.0 in,Haze,0,0.00
12/29/19,4:00 PM,12/29/19 16:00,52 F,52,11,43 F,71 %,71,E,4 mph,0 mph,30.00 in,0.0 in,Haze,0,0.00
12/29/19,5:00 PM,12/29/19 17:00,50 F,50,10,45 F,82 %,82,E,9 mph,0 mph,29.97 in,0.0 in,Fog,0,0.00
12/29/19,6:00 PM,12/29/19 18:00,50 F,50,10,45 F,82 %,82,E,9 mph,0 mph,30.00 in,0.0 in,Fog,0,0.00
12/29/19,7:00 PM,12/29/19 19:00,48 F,48,9,43 F,82 %,82,E,9 mph,0 mph,30.03 in,0.0 in,Fog,0,0.00
12/29/19,8:00 PM,12/29/19 20:00,46 F,46,8,43 F,87 %,87,ENE,7 mph,0 mph,30.03 in,0.0 in,Fair,0,0.00
12/29/19,9:00 PM,12/29/19 21:00,46 F,46,8,43 F,87 %,87,ENE,7 mph,0 mph,30.05 in,0.0 in,Fair,0,0.00
12/29/19,10:00 PM,12/29/19 22:00,45 F,45,7,43 F,93 %,93,NE,4 mph,0 mph,30.05 in,0.0 in,Fog,0,0.00
12/29/19,11:00 PM,12/29/19 23:00,43 F,43,6,41 F,93 %,93,NE,4 mph,0 mph,30.08 in,0.0 in,Fog,0,0.00
12/30/19,12:00 AM,12/30/19 00:00,43 F,43,6,41 F,93 %,93,NNE,2 mph,0 mph,30.08 in,0.0 in,Fog,0,0.00
12/30/19,1:00 AM,12/30/19 01:00,41 F,41,5,39 F,93 %,93,NNE,2 mph,0 mph,30.08 in,0.0 in,Fog,0,0.00
12/30/19,2:00 AM,12/30/19 02:00,39 F,39,4,39 F,100 %,10,NNW,2 mph,0 mph,30.11 in,0.0 in,Fog,0,0.00
12/30/19,3:00 AM,12/30/19 03:00,39 F,39,4,39 F,100 %,10,NE,4 mph,0 mph,30.11 in,0.0 in,Fog,0,0.00
12/30/19,4:00 AM,12/30/19 04:00,41 F,41,5,41 F,100 %,10,VAR,2 mph,0 mph,30.11 in,0.0 in,Fog,0,0.00
12/30/19,5:00 AM,12/30/19 05:00,41 F,41,5,41 F,100 %,10,VAR,2 mph,0 mph,30.14 in,0.0 in,Fog,0,0.00
12/30/19,6:00 AM,12/30/19 06:00,41 F,41,5,41 F,100 %,10,N,7 mph,0 mph,30.14 in,0.0 in,Fog,0,0.00
12/30/19,7:00 AM,12/30/19 07:00,41 F,41,5,39 F,93 %,93,N,4 mph,0 mph,30.17 in,0.0 in,Fog,0,0.00
12/30/19,8:00 AM,12/30/19 08:00,41 F,41,5,41 F,100 %,10,N,9 mph,0 mph,30.20 in,0.0 in,Fog,0,0.00
12/30/19,9:00 AM,12/30/19 09:00,43 F,43,6,41 F,93 %,93,NNW,7 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
12/30/19,10:00 AM,12/30/19 10:00,45 F,45,7,41 F,87 %,87,NNW,7 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
12/30/19,11:00 AM,12/30/19 11:00,46 F,46,8,41 F,81 %,81,N,4 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
12/30/19,12:00 PM,12/30/19 12:00,50 F,50,10,41 F,71 %,71,N,9 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
12/30/19,1:00 PM,12/30/19 13:00,54 F,54,12,43 F,67 %,67,NNE,11 mph,0 mph,30.23 in,0.0 in,Haze,0,0.00
12/30/19,2:00 PM,12/30/19 14:00,54 F,54,12,41 F,62 %,62,NNE,11 mph,0 mph,30.23 in,0.0 in,Haze,0,0.00
12/30/19,3:00 PM,12/30/19 15:00,52 F,52,11,41 F,67 %,67,NE,16 mph,0 mph,30.23 in,0.0 in,Haze,0,0.00
12/30/19,4:00 PM,12/30/19 16:00,50 F,50,10,39 F,66 %,66,NNE,13 mph,0 mph,30.26 in,0.0 in,Haze,0,0.00
12/30/19,5:00 PM,12/30/19 17:00,48 F,48,9,39 F,71 %,71,NNE,11 mph,0 mph,30.29 in,0.0 in,Haze,0,0.00
12/30/19,6:00 PM,12/30/19 18:00,46 F,46,8,37 F,71 %,71,NNE,11 mph,22 mph,30.32 in,0.0 in,Haze,0,0.00
12/30/19,7:00 PM,12/30/19 19:00,45 F,45,7,37 F,76 %,76,NNE,9 mph,0 mph,30.35 in,0.0 in,Fog,0,0.00
12/30/19,8:00 PM,12/30/19 20:00,43 F,43,6,36 F,76 %,76,NNE,11 mph,0 mph,30.38 in,0.0 in,Fog,0,0.00
12/30/19,9:00 PM,12/30/19 21:00,43 F,43,6,36 F,76 %,76,NNE,11 mph,0 mph,30.41 in,0.0 in,Fog,0,0.00
12/30/19,10:00 PM,12/30/19 22:00,43 F,43,6,37 F,81 %,81,NNE,9 mph,0 mph,30.41 in,0.0 in,Fog,0,0.00
12/30/19,11:00 PM,12/30/19 23:00,43 F,43,6,36 F,76 %,76,NNE,11 mph,0 mph,30.44 in,0.0 in,Fog,0,0.00
